conversation,class
이 대리 님 제 를 부르 셨 다구요 ? 박주 임 그럼 지금 바빠요 ? 아닙니다 ! 무슨 일 없 으세요 ? 아니 다름 이 아니 라 저 가 지금 빨리 일단락 해야 하 는 월과 이 있 는데 갑작스레 근처 에 친구 놀드 얼굴 보 러 왔 다고 해서 . 카나 ? 그게 무슨 답변 이 신지 . 현재 이 박스 들 만이 지하 에 내려다 올려놓 으면 되 거든요 ... 네 . 그런데 오자키 ? 별로 안 무거워 요 . 이거 끌차 로 내리 면 이루어지 니까 혹시 이것 조금 지하 에 내려다 놔 줄래요 ? 네 ... ? 제 가 오자키 ? ? 이 큐브 들 을 다 오자키 ? ? 아니 김 주임 지금 안 귀찮 다면서요 . 이 만큼 는 해 줄 가능성 있 는 거 어떠하 에요 ? 이번 이에 인사 평가 도 없 는 거 알 지요 . 인사 평가 을 윗 상사 가 해의 준다는 걸 모르 ㄴ다는 건가 네 . 그건 알 지만 . 박주 임 그렇게 안 봤 는데 눈치 가 없었 는 건가 이 대리인 님 말씀 이 조금 지나치 신 거 똑같 아요 . 아니 중개인 가 이렇게 부탁 를 하 는 일 그러 면 좀 들 어서 주 고 해야 시키 는 거 아닌가요 ... 됐 어요 . 다르 직원 분 한테 말로 할 테 니까 박주 임 은 그냥 예능 . 나참 . 아닙니다 . 제 가 시키 겠 습니다 . 되돌아오 세요 . 대리 귀하,직장 내 괴롭힘 대화
자기 야 어제 라운지 에 같이 있 더 남자 누구 야 ... 그냥 대학 동기 야가 오랜만 에 우연히 마주치 서 잠깐 얘기 한두 거 야 . 내고 가 보 니까 장동 호호 신 이 나의 셨 던데 아주 ... 그게 무슨 소리 야가 그냥 대화 한 것 뿐 이 라니까 ... 하 좋 은 말로 로 할 때 자유분방 하 게 얘기 해의 . 너 바람 피워 ? 정말 아니 라니까 그냥 친구 야 연인 . 친구 고 ... 고 지금 그 말로 을 나 보고 생각 으라고 ? 내 놀드 속아 넘어갈 줄 울 아 ? 똑바로 이야기 해 한 대 들어맞 기 전 에 는데 대체 왜 이래 내고 가 미안 해 됐 지 ? 너 한두 번 만 더 딴 남자 한테 그딴 식과 으로 살살 눈웃음 때리 면 너 도 그녀 새끼 도 둘 으며 죽여 버릴 거 야가 알 았 어 ... 너 진짜 심각 시키 다 . 우리 금방 하 자 . ... 그만 해 ? 에드 진짜 그 새끼 블랑 놀아난 게 맞 으리 ? 감히 바람 를 피워 ? 헤어지 긴 뭘 헤어져 한 번의 만 더 그딴 울음소리 해 봐 너 때문 죽 고 나 때문 죽 는 거 야가 . 너 이거 무지 이야 제발 그만 해의 . ! 니 놀드 잘못 해서 여기 까 온 거 잖 아서 그러게 왜 딴 여자 한테 꼬리 를 쳐 ? 나 너 언제 사 는지 도 으며 알 고 니 자녀 님 동생 도 으며 아 는 거 울 지 ? 헤어져 때문 절대 얌전히 안 헤어질 줄 알 아 는데 너 네 집 이에 가 서 싹 으며 죽여 버리 고 나의 도 자살 할 것 야 .,협박 대화
김 전모 다리털 봤 음 ? 어 완벽 복숭아 인 줄 는데 토 나와 . 야가 저기 김 전모 지나간다 . 야 털 내가 야 . 너 여기저기 도 수북 하 뇰 ? 뭐 . ?! 너 미쳤 냐 남자 애 가 무슨 이런 말 을 해 ... 제모 좀 해라 우가 이름 값 한다 가짜 우 웩 너 카나 는 뭐 잘난 쪼 알 아 ? 여생 해 . 어 ... 털 쟁이 화 냄 . 털 이 쭈뼛 서 겠 는데 ... 개웃 겨 . 탈모 걱정 은 없 를 듯 .,기타 괴롭힘 대화
너 내 뒷담 했 어 . ? 이서 ? 언제 ? 누가 그래 ? 아닌가 는데 친구 가 말 해의 줬 는데 . 에드 가 내 뒷담 했 다고 . 하 는데 너 어이없 다 어찌 증거 로 나 에게 이래 ? 이러 ㄴ다는 거 후회 안 시키 겠 어 ? 아서 . 아 짜증 나의 네 착한 척 약한 척 그만 좀 해의 이러 니까 욕먹 ㄴ다는 거 아냐 어 는데 ? 너 보다 약한 애 한테 는 존나 뭐 라 하 으니 쎈 애 들 에게 는 잘 보일려고 살살 기 는 시늉 시키 고 내 가 뭘 그렇게 잘 못 했 는데 . 너 후 에서 애 들 그러 뭐 라 하 ㄴ다는 줄 알 아 ... 너 박쥐 라고 불러 이리 붙 었 으며 저리 붙 었 으며 인생 그렇게 살 꼼짝 마,기타 괴롭힘 대화
어머 ' 나 ' 야 너 아직 때문 취직 안 하 기에 공부 중 이 야가 ? 어 . 이차 는 붙 고 그때 이 차 만 남의 았 어 . 그래 근데 그것 도 붙이 어야 붙 는 것 지 워낙 2 궤조 에 다 들 기울어지 니까 . 아직 때문 못 한 거 ㄴ다면 좀 힘든 거 아닌가 ? 너 왜 그래 열심히 하 고 없 는 애 한테 는데 아니 막말 로 그대 중 에 쟤 말로 고 는 다 응시 해서 지금 일 시키 고 있 는데 수십 년 째 야 는데 아 그렇 긴 시키 지 요번 엔 될 꺼 야 . 좋 아 기죽 지 마가 그래 글쎄 요번 그러 라고 되 란 법의 있 나 몰라 야가 ! ! 그만 조금 해 매년 넌 ㄴ다는 재 를 못 붙잡 아 먹 어서 말라가 이 야 ! 캐치,기타 괴롭힘 대화
저기요 저 버스비 놀드 없 는데 만 원의 만 빌려 주 ㅂ시오 . 버스비 는 1250 원 인데요 . 도대체 이 천 원 만이 빌려 주 세요 는데 현금 없 어요 는데 계좌 이체 해 주기도 셔도 돼요 저 현상금 없 어요 . 굳이 걸어가 시 면 못가 돼요 ? 아 는데 진짜 버스비 없 어 이러 겠 냐고 현상금 내놓 으라고 열심히 월과 해서 벌 생각 를 해야지 왜 돈 를 뺏 어요 . 들어맞 기 싫 으면 현상금 내놔 돈 없 는데요,갈취 대화
너 내 욕 시키 고 다닌다며 ? 어찌 말 이 야 ... 난 안 그랬 어서 ? 어디 서 변명 이 야 ? 퇴학 주제 에 아니야 퇴학 새끼 가 꼴 이에 성질 은 있 어서 가지 고 아니 야가 안 그랬 어 나의 가 죽 어 토비 같 은 게 과연 태어나 서 여러 젊은이 눈 버리 게 시키 냐 미안 해 뭘 미안 해 ? 굳이 내 눈 에 지니 지 마 재수없 어서,기타 괴롭힘 대화
야 신발 좋 으며 ? 엄마 가 타 줬 어 그래 ... 응 나 랑 고치 자 뭐 ? 힘들 어 선택 권 없었 어 내놔 쳐 들어맞 기 싫 으면 못가 돼 돌려줘 내 놀드 훔쳐 가 냐 ... 내 거 줄게 내고 거신 어 엄마 놀드 사 준거 란 말로 야 잃어버렸 다 해의,갈취 대화
저기 . 혹시 그러 글 니 가 올린 거 야 . ... 뭐 ? 아 뭐 ? 내 가 그랬 나 모르 겠 으며 ? 다른 애 부유층 이 . 너 놀드 했 다고 하 그럼 . 내 가 했 으면 뭐 어쩌 고자 ? 니 가 ... 싸우 기 라도 시키 려고 감히 ? 어떠하 . 그런 건 어떠하 고 . 지워 줬 으면 해서 . 내고 가 왜 그걸 지워야 하 는데 ? 나의 고아 아니 야 는데 니 가 쓴 게시물 때문 에 다 부유층 나 고아 라고 말로 하 고 다니 잖아 . 너 부모 귀하 계셨 어 ? 맨날 학교 에 올 월과 있 어도 안 놀드 시 고 하 셔서 난 또 바쁘 셔서 못 오 시 ㄴ다는 거 야 . 나의 는 니 가 자녀 없이 자라 서 그렇게 거지 같이 빌빌거리 며 사 는 줄 울 았 지 . 으며 널 위해서 쓴 게시물 인데 근데 어쩌 나의 지우 긴 싫 은데요 ?,기타 괴롭힘 대화
좋 게 좋 도록 말 하 니까 내고 말 이 우스워 ... 그런 거 아니 야가 . 그런 게 어떠하 야 ? 그럼 과연 자꾸 사람 을 열받 게 하 는데 ... 한 두 번 그러 야 ? 안 이러 려고 나 도 자주 노력 했 어 는데 노력 을 했 으며 결과 가 왜 이후 ? 자꾸 이렇게 열받 게 하 고 장해 주 니까 너 죽여 버리 고 싶 어서 . 알 아 ... 스트레스 주 려고 한두 거 아니 고 억지로 그런 것 도 어떠하 야 . 미안 해의 같 은 말 되풀이 하 게 하 카나 . 좀 맞 아도 정신 차리 지 ... 말 이 좀 강하 잖아 . 야 말로 이 좀 심해 ... 네 가 먼저 장해 줘서 사람 열받 도록 했잖아 . 그럼 장해 풀릴 때 까지 들어맞 아야지 ! 다음 이래 는 같 은 사안 반복 안 할게 는데 미안 해 .,협박 대화
김 대리 . 아침 저녁 에 같이 독약 이나 한 잔 할까 ? 부장 님 아침 은 힘들 것 똑같 습니다 . 너 지난번 에 도 안 된다고 하 더니 . 과연 그러 는 거 야가 ? 솔직히 둘 그러 만나 는 것 은데 조금 부담 스럽 네요 . 그래 ? 매우 오냐오냐 하 니까 얼굴 에 뵈 는 도록 없 구나 ? 아닙니다 부장 님 . 어떠하 긴 뭐 가 아니야 직장 그만두 고 겠 어 ? 제 놀드 잘 하 겠 네요 . 오늘 같이 한두 잔 하 는 도록 잘 하 는 것 야 예 알 싶 습니다 .,직장 내 괴롭힘 대화
지금 뭐 해요 ... 시간 있 어요 ... 네 무슨 일 그러 세요 ? 지금 아물 일 주 일치 월과 한 거 다 그다지 야 그게 무슨 말로 이 신지 . ... 음 못 알 아서 듣 겠 어 ... 다시 하 라고 위쪽 에 말씀 해 주기도 시 지 처음 이래 다시 해야 하 ㄴ다는 걸요 ? 그러니까 말귀 못 알아먹 어 ... 다시 하 라고 현재 부터 다 하 ㄴ다면 이번 주 내내 야근 해야 해요 . 내고 가 상사 고 시키 으면 군말 없이 해의 주 겠 어 ... 네 알 겠 네요 . 해 보 싶 습니다,직장 내 괴롭힘 대화
안녕 하 세요 상담원 안 보미 입니다 는데 무엇 을 도와드릴까요 ... 제 가 이번 이에 테 블렛 를 샀 는데 . 너무 느려서 환불 하 려구요 는데 아 혹시 테 블렛 가 얼마나 느린 꼼짝 알 수 있 나요 ? 동영상 한 번의 로딩 하 는 데는 510 초 나 걸립니다 . 그러 시 네요 . 그런데 이미 한두 번 개봉 한 제품군 은 반품 이 어려우세요 . 네 ! ... 그러면 물건 을 발매 하 고 사용 해의 봐야 문제 가 없 다는 걸 알 가능성 있 지 . 언제 아 나요 ? 벌써 물건 을 한번 발매 하 셨 기 일쑤 에 제품 금액 인의 80 만 돌려받 를 수 있 습니다 는데 아니 ! ! 이런 게 어디 있 나요 ? 새 재품 그러 너무 느려서 반품 한다는 데 . 100 할인 해 주 세요 는데 환불 안 해 주기도 시 면 올려서 테러리스트 해버릴 테 니깐 는데 일단 은 물건 빨리 보내 주 세요 할인 해 주 겠 으리라 먼저 약속 하 ㅂ시오 . 그러 면 보낼 테 니깐 .,기타 괴롭힘 대화
너 요새 엄청 아카데미상 하 다 ? 나의 몰래 남자 만나 뇰 ? 무슨 말 때문 안 되 는 울음소리 야 . 안 이루어지 겠 다 . 휴대폰 갖 고 와봐 는데 왜 남 의 모뎀 을 보 는데 ... 남 ? 우리 놀드 남 이 냐 ... 아니 왜 자꾸 오해 하 냐고 아니 라잖아 . 좋 은 말로 로 할 때 천천히 갖 고 와라 는데 싫 은데 ? 그럼 그딴 식 으로 해라 . 진짜 칼 로서 찔러 버리 기 직전 에 . 뭐 ... 너 미친 거 아냐 ? 드디어 돌 아서 니 ? 그래 는데 돌 았 다 는데 그니까 빨리 갖 기에 와 진짜 오늘 르맹 마감 하 고 겠 지 않 으면 는데 미친 새끼 . 가짜 신고 할 거 야가 ! 신고 해 통지 해 봐 그 직전 에 니 칼 로서 찌르 고 말 꼼짝 내 가 .,협박 대화
너 우리 규칙 잊어버리 었 어 ? 아서 몰라 . 이게 ... 너 지금 모른다고 한두 거 냐 ? 후 질 래 ? 죄송 . 나 도 몰르 게 그만 . 돌이 았 냐 ? 됐 고 너 지금 까 얼마 모았 어 ... 그건 왜 ? 과연 긴 왜 야 는데 너 내 가 한두 달 에 5 만이 원 씩 내 이라고 했 냐 ? 못가 했 냐 ? 저번 달 에 는 사우스캐롤라이 들 이 사정 그러 딱 하 다 살펴보 니까 . 그래서 ... 미안 해 .,갈취 대화
여기 있 습니다 는데 맛있 게 드세요 아가씨 음식 이 짜 오자키 아 죄송 합니다 는데 다시 해 드릴까요 ... 주인 불러 주 ㅂ시오 무슨 일 이 신가요 ? 음식 이 싸 고 요리 가 드가 에 안 들 는데요 아 죄송 합니다 는데 음식 다시 해 드릴께요 여기 음식 맛없 으리라 블로그 에 올릴 내보 예요 죄송 합니다 의아 합니다,기타 괴롭힘 대화
뭐 야 . ... 너 가 왜 그대 집 에 있 ㄴ다는 거 야 ? 어쨌거나 만나 달 라고 괜찮 게 말 할 때쯤 만나 줬 으면 괜찮 았 잖아 . 그대 헤어졌 잖아 . 헤어졌 는데 뭘 다시 마주치 ? 그건 그렇 기에 우리 집 은 언제 들어온 거 냐고 캐치 !! 난 못 헤어져 . 내 가 과연 헤어져 . ? 나의 너 없인 안 돼 . 누구 좋 으라고 헤어져 ? 당장 나아가 ! !!!!!!!!! 경찰 부를 거 야 당장 나아가 ! !!!!!!! 우리 놀드 함께 할 수 없었 으면 같이 죽 자마자 그냥 미 . 친일파 거 지 . ... 그 칼 뭐 야가 . ? 너 놀드 자초 한 일 그러 야 . 난 그때 잃 을 것 때문 없 어 . 무서운 것 도 없 으리라 . 세상 에서 가장 무서운 게 잃 를 거 없 는 젊은이 인 거 알 꼼짝 겨 . 경찰 는데 내 가 하 도록 냅 둘 거 똑같 아 ? 오열 시키 며 무릎 꿇 기에 . 사 . 살려 줘 . 이러 꼼짝 마 이 . 그러 . 러면 . 에드 도 . 무사 시키 지 못해 . 관계없 어 . 그냥 같 죽 자 . 같 죽 고 지옥 오세아니아 함께 하 자 는데 무릎 꿇 고 싹싹 빌 며 하 는데 하 라는 대로 는데 할게 . 제발 는데 처음 부터 이랬 다면 좋 았 잖아 그대 가 어떻게 헤어져 는데 못 헤어져 . 영혼 함께 야 우리 ㄴ다는 .,협박 대화
얘 들 아 나의 때 는 말 그러 야 . 사장 귀하 께 이쁨 받 기에 싶 어서 출근 분간 1 시간 전 이에 출근 해서 회사 계산 하 고 그랬 어서 . 요즘 친구 부유층 은 세상 쉽 도록 살 지만 . 아서 진짜 요 ? 그전 당시 에 는 가짜 힘드 셨 겠 군요 . 에이 그래도 누가 조기 출근 하 이라고 강요 한 것 때문 아닌데 . 예쁨 넘겨받 고 싶 어서 시키 신 거 라면서요 는데 그럼 뭐 저희 놀드 쉽 게 사 ㄴ다는 건 아니 죠 는데 야 조 실장 내고 가 저번 부터 느낀 건데 너 는 말로 을 참 사람 표정 나쁘 게 한다 ... 아 기분 나쁘 셨 다면 죄송 해요 는데 전 그냥 제 놀드 생각 하 는 말로 한 거 뿐 인데 기분 나쁘 게 들으실 지 는 몰랐 는데요 꼴 에 외국 오세아니아 일 하 고 왔 다고 뭐 너 놀드 외국인 인 줄 외국문 화 에 익숙 한두 듯 행동 하 으며 너 한국인 이 야가 . 그럼 한국 인의 문화 에 따르 려고 해야지 . 사람 이야기 하 는데 맨날 표정 나쁘 게 하 카나 . 내 가 옛날 부터 참 고 없 던 거 야 울 아 ? 죄송 해요 . 다음 부터 못가 그럴게요 . 진짜 의아 해요 . 너 다르 곳 가 서 때문 외국물 먹 은 척의 티 내 지 마가 . 재수없 어 는데 그럴 거 면 타국 가 서 살 때리 왜 돌아왔 냐 ... 왜 한 명 마다 기분 건드려서 문화 놀드 뒤쳐졌 네 그런 판단 하 려고 ? 그대 회사 아니 면 진학 도 못 할 사우스캐롤라이 가 기세 에 떵떵 해져 가지 고 ㄴ다는 . 야 너 옆 으로 내 가 말로 할 때 끼려 시키 지 마 . 카나 죄송 합니다 . 제 이제 자리 로 되돌아가 겠 습니다 . 담비 봐 . 내 말로 이 아직 안 끝났 는데 자기 기분 좋 니까 먼저 돌아가 ㄴ다는 거 . 이래서 타국 애 들 은 시험 더 자세히 보 기에 뽑 아야 하 ㄴ다는 거 라니까 . 주식회사 팀 내 분위기 을 망치 잖아 . 울 아서 그만두 던가 해야지 또 그런 눈치 ㄴ다는 없 어 .,직장 내 괴롭힘 대화
정 대리 박 부장 이랑 잘 해 봐 . 네 ? 저 가 요 ? 김 과장 사람 도 잊 괜찮 고 부동산 감시 도 잘 하 기에 알부자 야 . 재혼 하 셨잖아요 . 김 과장 이 요즘 와이프 랑 사이 가 못가 좋 대 . 약혼 하 신 것 때문 아닌데 . 이혼 시키 면 만나 겠 다고 뜻 이 지 ... 아뇨 그게 아니 라고 . 어 어 웃음 봐 . 얼굴 빨개졌 다 . 하나 때문 안 빨간 데 오자키 . 에이 농담 그러 야 . 정색 시키 긴 . 농담 그러 라고요 . ?,직장 내 괴롭힘 대화
근데 너 아빠 블랑 왜 그렇게 얼굴 그러 달라 ? 아 그대 엄마 랑 아빠 놀드 이혼 하 셔서 아빠 가 다른 아버지 블랑 재혼 하 셔서 그래 . 와 설마 근래 드라마 에 자주 올라오 는 불륜 ? 이런 거 아니 야 는데 그냥 마음 이 못가 맞 아서 이혼 시키 신 거 야 는데 그건 너 가 많이 몰라서 그래 . 누가 더 바람끼 가 꽉 했 어 ? 아빠 ? 아빠 ? 이런 거 아니 라니까 에드 너무 무례 하 으며 . 다른 얘기 시키 자 . 아 과연 재미있 는데 . 어떠하 누가 바람 핀 것 야 . 세상 이에 마음 안 맞 아 이혼 하 는 과부 가 어디 있 어서 . 너 네 아빠 벌서 재혼 한 것 보 면 너 카나 엄마 가 바람 폈 나 보 다 는데 그런 거 아니 라니까 ? 그런 거 라서 아빠 가 내 협조 도 안 받 싶 지 우리 연락 많이 하 고 살 아서 . 야 나 에게 만 얘기 해 주기도 라 진짜 궁금 시키 다 . 왜 누가 더 위자료 많이 냈 어 ? 합의 약혼 이 야 ? 설마 . 너 동생 생긴 거 아니 지 는데 ? 하 진짜 말로 개 너무 하 카나 . 니 멋대로 생각 하 지 말 이라고 동생 생겼으면 말 해라 과자 하나 라도 타 줄게 그러면 음 엄마 다른 동생 인가 는데,기타 괴롭힘 대화
점심 먹 으러 갈까요 ? ? 네 캐치 뭐 먹 을까요 ... ? 어머 진희 정씨 도 먹 게 오자키 ? 저희 오늘 돼지고기 먹 을 건데 준희 씨 는 빠져야 시키 는 거 아닌가 ... 네 . ? 제 도 고기 좋 아서 합니다 ! 에이 준희 씨 는 살 조금 빼 야 될 방법 같 은데 ? 들어맞 아 맞 아 내고 가 괜히 그러 ㄴ다는 게 아니 라 가짜 그러 다 큰일나 싶 어 그냥 점심 은데 굶 고 일 이란 더 하 는 도록 어때 ? 아 탁의 그리고 난 진희 정씨 말 하 는 방법 도 너무 느려서 지루 하 더라 일 시키 는 것 도 빠르 고 회사 는 언제 들어왔 나 몰라 ... 그게 아니 라 그건 다 들 제게 월과 을 넘기 시 길래 ! 어머 큰일 첫날 소리 하 네 ... 원래 그런 일 아줌마 잡일 은 다 막내아들 가 하 는 것 야 몰랐 어 ... 저희 얼른 밥 씹 으러 가 요 그러 다 점심 끝 나의 겠 다 ! 어머 맞 넹 진희 정씨 는 말 하 ㄴ다는 거 보 니 아무래도 우리 랑 어울리 ㄴ다는 것 도 안 싫어하 는 것 같 은데요 일 이나 하 기에 있 어요 네,직장 내 괴롭힘 대화
뭐 하 냐 ... 아무것 도 안 해요 . 거짓말 이 ㄴ다면 넌 죽 는다 는데 네 . 총 보여주 지 ? 꼼수 읽 지 마 . 카나 . 조금 이 든지 움직이 면 넌 도합 에 죽 어 는데 명심 하 겠 네요 . 조용히 있 어서 . 네 .,협박 대화
자네 도 알 듯이 이번 에 교육 건과 이 좀 커서 맡아보 으려는 기관 이 수많 네 ? 네 는데 알 고 있 네요 늘 자네 가 해의 왔 다고 한건 취지 가 안 돼 울 지 ? 네 는데 노력 하 겠 네요 뭐 그런 노력 때문 좋 지만 다른 한쪽 으로 도 생각 해의 보 게 네 ... ? 아니 윗분 부유층 한테 자네 가 챙겨 줬 다고 하 기에 식사 라도 대접 시키 면 얼마나 좋 아서 하 시 겠 어서 ? . 그 답변 은 ? 잘 판단 해 보 고 어제 까지 가지 고 놀드 게 나 네 는데 알 겠 습니다 는데,갈취 대화
야 아침 먹 였 냐 ? 응 는데 먹 었 어 그럼 왜 . ? 변명 밥 안 먹 었잖 아 주먹 밥 씹 으러 가 자 엉덩이 를 쓰다듬 으며 어서 . 나 밥 씹 었 다니까 ? 내고 가 먹 으러 놀드 자는 데 토다 ㄴ다는 거 야 ? 놀드 자고 하 면 놀드 면 되 잖아 캐치 ! 어 . 울 겠 어 . 부사장 님 저 주먹밥 세의 개 만 주 ㅂ시오 ! ! 너 놀드 두 개 먹 어서 난 같이 와 줬 으니까 니 가 타 줘 응 . 그럼 나 돈 이 그다지 없 는데 . 같 내 면 안 될까 ? 싫 은데 ... 나 는 돈 없었 어 야 친구 인데 이 정도 는 좋 은 거 아니 야가 ? 알 겠 어서,갈취 대화
